dataset,model,init,norm,seed,auc,auprc,val_auprc,best_epoch,train_time_s,mad,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,GCN,kaiming,none,0,0.5974564046550483,0.21306439594600893,0.2459402406121113,299,165.2,0.0001268157211598009,0.5974295608414151,0.00813848599670513,0.2133799423651509,0.008216167332353922,0.22241914045192734,0.2725298588490771,0.18787425149700598,0.0350140056022409,0.2717391304347826,0.0187125748502994,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,none,1,0.5888223235301291,0.22318414660770466,,-1,65.9,0.00013410770043265074,0.5897227598883336,0.006859302114610479,0.22437512551748753,0.010537600102583623,0.23404255319148937,0.28695652173913044,0.19760479041916168,0.047619047619047616,0.3695652173913043,0.025449101796407185,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,kaiming,none,2,0.5899876672317279,0.2220348995855902,,-1,65.9,0.00021685619140043855,0.5883630469254143,0.009010188810353394,0.22067719549279427,0.010564755187356546,0.24468085106382978,0.3,0.20658682634730538,0.049019607843137254,0.3804347826086957,0.02619760479041916,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,kaiming,none,3,0.598073710013781,0.21971714473958076,,-1,65.9,0.00019794101535808295,0.5975028953498529,0.00862685822466905,0.22098866327064676,0.010114011354577332,0.2296099290780142,0.28152173913043477,0.19386227544910178,0.049019607843137254,0.3804347826086957,0.02619760479041916,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,none,4,0.6121291499231679,0.25926787326792233,,-1,65.9,0.00026717432774603367,0.6127713117689684,0.009294689572694049,0.26136438932856587,0.012833032605565406,0.26063829787234044,0.31956521739130433,0.22005988023952097,0.0896358543417367,0.6956521739130435,0.04790419161676647,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,kaiming,batch,0,0.635998068145786,0.26680284697180706,0.2727340655136295,298,166.4,0.023011991754174232,0.6364712790044024,0.008881404353608617,0.2670715426402517,0.010257244835950249,0.25177304964539005,0.30869565217391304,0.2125748502994012,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,kaiming,batch,1,0.6310584343024744,0.2668475196181172,,-1,66.5,0.02179344929754734,0.6310429717830659,0.007508309249248137,0.26799888343172257,0.011718874704667136,0.26684397163120566,0.32717391304347826,0.2252994011976048,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,kaiming,batch,2,0.6332795045093113,0.27824024634326006,,-1,66.5,0.022294335067272186,0.6312065353249074,0.00951511744179652,0.27559601303687326,0.012867058401920393,0.2579787234042553,0.31630434782608696,0.21781437125748504,0.09523809523809523,0.7391304347826086,0.05089820359281437,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,kaiming,batch,3,0.6225176778571166,0.26382576007374436,,-1,66.5,0.01930410973727703,0.6219316140295594,0.008264413341169913,0.26495301870148275,0.011961993305295859,0.25443262411347517,0.3119565217391304,0.2148203592814371,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.013363028953229399,0.8181818181818182,0.006736526946107785
yelp,GCN,kaiming,batch,4,0.6384490438674586,0.29087812897948706,,-1,66.5,0.018431702628731728,0.6395598112071774,0.00855915965107614,0.29395656626379196,0.014152034862383008,0.27393617021276595,0.3358695652173913,0.2312874251497006,0.09663865546218488,0.75,0.051646706586826345,0.014858841010401188,1.0,0.0074850299401197605
